TransactionID,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330,V331,V332,V333,V334,V335,V336,V337,V338,V339,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
2987151,6110804,29.0,W,3678,164.9,,visa,494.1,debit,332.0,87.0,,,yahoo.com,,1.0,18.0,17.0,8.0,1.0,2.0,12.0,10.0,11.0,12.0,7.0,5.0,11.0,5.0,263.0,454.9,143.6,566.9,300.7,,231.1,260.1,,,379.1,,115.2,13.0,169.0,,,T,M0,F,F,,T,F,4.0,,4.9,,0.3,,,4.3,,,,,,1.0,,4.5,0.3,,,,1.0,0.6,3.3,3.4,3.1,,1.9,,,3.8,,4.2,,,1.0,,,0.4,,,,,,0.4,,0.1,,,,,,,,,,,3.0,,,2.1,,4.1,,4.9,,0.4,,,,,,,4.7,,,2.4,4.6,2.1,,,0.6,,,,2.3,,,,2.1,,2.4,,2.0,,,,,4.7,3.5,4.0,3.3,,3.9,,,3.3,3.7,3.1,3.3,,2.9,,1.2,,,0.7,,4.0,2.9,,,,,,,3.4,3.9,,,,,,0.2,,,3.7,,4.7,,,3.0,,,,3.7,1.8,,,,,,,,4.9,3.0,,1.7,,,,,1.8,,3.6,,,,3.5,,,2.9,0.6,,,,,,,,,1.1,,1.1,,,,,,1.0,3.8,,,,1.4,,3.9,,,,,,,2.2,3.1,,,,,2.9,,,1.8,3.1,,,,,,,2.2,,,,,,2.5,,,,,1.8,,,,,,,,2.0,,,,,3.8,2.7,,,,,,,1.5,,,,,4.6,,0.7,1.2,,,2.5,,1.1,,4.6,2.9,1.4,,2.8,,,5.0,4.2,2.8,3.7,,,0.2,,,,,0.6,4.9,,1.9,,,,,,,0.4,,3.7,,,,3.1,4.0,,,,0.2,,,2.8,,,,4.2,,3.6,,,,,0.7,0.1,,,,2.6,,1.8,,,,3.3,,,,2.5,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987152,6180865,70.14,S,6686,,517.9,visa,141.2,debit,313.8,34.7,,,gmail.com,,17.0,12.0,19.0,19.0,18.0,8.0,3.0,2.0,4.0,0.0,12.0,17.0,18.0,2.0,192.5,,345.9,328.4,,125.4,,381.8,434.0,213.9,,589.8,,,589.9,T,F,F,,,T,,,T,,,2.7,2.8,,,,,4.7,4.8,,2.7,,,,,,,3.8,,,,3.3,,1.5,,3.3,,,,3.3,,,2.3,,,,4.9,4.1,,3.3,1.8,4.4,,,3.9,,4.1,3.5,0.1,4.9,,,,,2.6,2.7,,1.8,,4.6,,,,,,,,,,0.8,,,,,2.2,,,2.9,,,,,,3.7,,2.3,,,1.5,,4.6,,,,,,,1.6,1.1,3.1,,,,2.5,2.8,,0.8,3.4,2.5,,,,,,,,,,,,,,,,,,,0.1,,1.3,,,,,4.3,,0.1,,4.9,,,,,,,,1.9,2.4,,2.9,,,,,1.2,,,,,,,,,,,5.0,,1.2,,2.4,0.1,,,,,3.8,1.7,,,3.3,3.5,2.1,,,2.6,,,,0.4,,,,,,4.0,,,,,,,,,3.9,,,,,,1.0,,,3.0,,4.0,,,,,,,,,,,0.2,,0.4,,3.8,,,1.5,1.3,,,0.5,1.4,,,,,,,0.0,4.3,,,,0.7,0.6,,4.6,,4.7,,3.2,,,,,,,,,,,4.1,2.0,,,3.0,,3.2,3.8,,3.0,,4.2,,,3.3,,4.1,0.9,4.3,,,,2.5,,,2.1,1.9,3.1,1.8,0.4,3.4,4.7,,,3.7,,,,2.1,,,,,,,,,,,,,,,,3.1,,,,1.2,,2.6,,,,,2.2,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987153,6267480,130.6,C,7917,552.5,228.9,visa,401.6,credit,,,1871.5,,gmail.com,gmail.com,8.0,12.0,19.0,10.0,11.0,0.0,15.0,13.0,11.0,10.0,0.0,10.0,1.0,12.0,0.0,,,578.1,181.9,,,501.5,,,,,343.7,,0.0,,F,,M2,,T,T,F,T,,4.4,3.6,1.2,,,,,,1.5,,,0.9,,,,2.5,,1.5,,2.7,5.0,,,,,1.8,,,,,,,2.7,,3.6,1.5,4.0,4.6,,,,,,0.8,,1.9,,,,,,,,,2.3,,,0.2,,1.1,,,0.1,0.2,,,,,,,,,,,,0.5,2.4,,4.8,1.2,0.6,,,,,,,,,2.4,,,3.9,,,1.2,,,2.3,,,,1.1,,,,,,3.1,,,,,,,,,,,,,2.3,3.9,,2.1,,,0.1,,,1.4,,,,,0.1,2.4,,3.8,0.1,,,,,,,4.4,3.8,,3.4,1.3,,1.3,,,,,0.6,1.4,,,3.9,0.2,,,,,,,,,,,,,4.3,0.9,,,2.8,,,,1.3,0.4,,,3.7,,4.8,,,,,,0.1,2.0,,,,,,,,,2.5,,,,,,,,2.8,,1.5,,,,,0.3,,,,,,,,,,,1.2,,4.2,,,,1.3,,0.3,,,,,,,,,,,,,,,,4.3,,,0.2,0.9,,,,,,3.5,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,2.3,0.2,,,,,,,,,,,,,0.4,4.3,,,,4.5,,,,,0.3,2.9,,,4.4,,,,,,,,4.6,,,,2.0,1.0,-5.0,204385.0,,,,,,,,,,NotFound,,,New,,,,,,,,,,,,,New,NotFound,,chrome 66.0 for android,,,,F,F,T,F,mobile,
2987154,6285760,60.25,R,16110,440.9,350.3,visa,498.7,credit,283.1,79.6,,,,,12.0,9.0,9.0,8.0,1.0,9.0,1.0,12.0,16.0,11.0,4.0,4.0,18.0,14.0,,155.1,,,321.4,,,,,543.8,435.6,215.2,584.3,13.1,570.3,T,,T,M0,F,,T,T,F,4.7,,,,,,3.7,2.8,4.8,,,,,,,3.3,2.8,,,,,,,1.3,,,,1.4,,,,3.2,,,,,0.7,0.3,1.0,1.8,,,,3.2,1.4,,,3.5,,,,,,,,,2.2,2.2,,,3.5,,,,,,,,,,,4.5,,,,,,,,,0.1,4.6,,,,0.4,,,,,,,,,,0.4,,,3.0,,,,5.0,1.9,,,0.6,,,3.8,2.3,,,,2.3,2.1,4.2,,,,,,,,1.0,,,,4.3,,,2.0,,,2.5,2.0,,,,4.5,,,,,,3.5,,,,,,,,,2.3,,1.2,,,,3.2,,3.3,2.9,,0.9,2.1,,,3.1,,,3.2,1.6,1.3,,3.3,,4.2,,,,,,,,3.6,,1.0,,,,,,,2.1,,,0.2,,,,,,4.2,2.6,,,,,,,3.6,,3.4,,4.8,4.4,1.0,,,,,0.8,,,,,,,4.2,,1.6,,,,,4.3,,1.8,,,4.7,3.8,,,2.2,4.3,,,4.0,,,,4.8,,,1.9,,,3.4,,,,4.0,4.6,,,1.2,,0.7,,,,,,1.2,,,0.3,,,0.2,,,,,3.2,,,,,3.6,,2.1,,,,,,,,,,,,,1.6,4.5,,,,1.3,,,,,2.0,,,,,,,,,,,,,,,,,3.1,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987155,6426499,11.29,R,8905,263.7,536.3,discover,250.9,credit,279.9,31.6,,2858.3,yahoo.com,gmail.com,2.0,17.0,15.0,13.0,4.0,6.0,1.0,0.0,12.0,4.0,18.0,4.0,3.0,13.0,,,542.3,,78.2,135.4,266.1,503.6,274.8,,,,221.7,,,T,,,,F,T,,F,,,,1.7,,1.4,,,,3.3,,,,,,3.8,,,,,3.3,3.5,,2.4,,,,,,,2.2,,,2.5,,,,,,1.6,3.3,,1.4,,,,,,4.8,,1.4,,,,,1.5,1.8,,,,2.4,0.7,,2.9,,1.0,,2.5,,,,4.5,,,3.5,2.9,3.4,3.0,4.6,0.8,,,1.9,,,,4.3,,,,,,0.7,1.4,,,,0.4,1.4,,,,,4.4,0.6,,,1.0,1.1,3.0,,2.7,,,,3.6,,,1.5,4.3,,,,2.8,,1.7,,,,,2.1,,,,2.8,2.3,,,,,,2.3,1.4,2.1,,,,,,,,,4.9,3.6,,,1.8,,,2.1,,1.0,,3.3,,,2.8,0.4,4.0,,,,1.9,,,4.3,,3.1,,,0.2,,,,,,,0.7,,0.7,,,,,,0.8,,3.0,,,,1.1,,,,3.7,,,,,,,,0.7,,,,2.6,1.4,3.2,,0.9,,0.1,4.5,,,2.3,4.8,1.3,2.9,,,,,,2.6,,,,,,2.6,,,,3.5,2.0,,3.9,,,4.2,3.0,1.6,,4.6,2.7,,,,,3.9,,1.8,,,,,,,5.0,,,,,,3.9,,1.7,,3.4,,,,,,,3.8,,3.8,,,,3.4,,,,2.7,1.2,0.9,,3.3,0.7,,,3.1,,,,,,,,1.5,2.0,,,,2.1,,,,,0.7,1.9,,,,4.9,1.6,2.2,,,,4.6,,3.7,,,-17.4,15.4,-43.6,-28.1,44.2,-40.8,39.6,3.2,-44.4,39.1,,NotFound,41.0,-17.9,,New,,,41.0,,40.3,,Found,-16.2,22.1,-18.7,Found,NotFound,,Found,New,5.0,,Found,,NotFound,Found,Found,desktop,New
2987156,6431817,447.43,W,14212,353.6,575.0,discover,425.0,credit,441.6,85.4,185.7,,yahoo.com,anonymous.com,15.0,12.0,17.0,4.0,10.0,14.0,4.0,2.0,3.0,10.0,10.0,8.0,10.0,9.0,,,,255.7,,211.5,2.6,,,159.7,,,,422.1,,,T,T,M0,F,T,F,,F,3.3,2.6,0.2,,,,,,,,,,,4.6,,,1.5,,,,4.0,,0.7,3.6,0.7,0.9,,,,,0.8,,,,3.0,,,,3.1,,,3.2,,,,,,0.8,4.1,,3.6,,,,2.6,,3.1,,4.8,,,0.4,,,,,,4.2,4.1,,,,,,,,,1.6,,,,,2.5,,,,,,3.8,,,,4.4,,,,,3.9,,,,1.9,1.3,,2.2,,,3.3,,,,,,,,,,2.8,,,3.2,3.7,,,3.2,,,,3.2,0.3,2.2,,2.3,,,,,,,,1.2,1.5,0.5,,,,0.1,,,,4.8,,2.4,,1.2,3.0,,,2.6,,,,,2.0,,,,,,2.2,2.2,,,,,,1.1,,,,,,,,0.5,2.8,,3.9,,,,,,5.0,,,,4.9,,,4.4,5.0,3.5,,,,4.5,,,3.9,3.6,,,,,,,,3.7,0.6,,,,,3.3,2.3,,0.8,,2.3,0.4,3.8,4.6,2.7,,,,,,,,,,,2.0,,1.7,,,,0.9,,1.9,,,0.3,,,,,,,,3.6,,1.4,,,,,3.4,0.4,,,,,,,3.3,,3.9,1.9,3.1,,,1.3,,,1.5,1.4,,1.1,,3.1,,,4.4,,,,,,,,,,,,4.5,,4.2,2.4,,,1.6,3.2,,,,,,3.1,1.8,,,,,,2.7,4.6,,1.2,1.4,,,,2.8,0.4,2.3,48.5,48.5,13.6,14.9,2.0,21.3,-1.0,,,,,,-42.3,,NotFound,Found,40.9,,1.0,-5.0,-38.0,-39.4,,-1.0,-29.2,-32.4,NotFound,Found,,NotFound,,-36.5,New,Found,New,,Found,Found,desktop,NotFound
2987157,6524330,72.9,C,11565,266.6,350.6,mastercard,167.8,debit,123.2,67.4,664.8,,gmail.com,,16.0,17.0,2.0,18.0,16.0,10.0,5.0,2.0,0.0,11.0,5.0,6.0,9.0,12.0,,,,572.7,75.3,117.7,,118.2,166.2,,355.8,,,347.7,597.7,,T,,M0,,,F,,T,,,,,,,,,,,0.2,3.1,,1.9,,,2.9,3.3,2.0,,1.1,,,,,4.2,,,,0.9,,,4.4,,,0.2,,,0.3,,,,,,1.3,,,0.2,0.6,,,,3.1,,,,,,,0.7,,,2.8,,,,,,,,0.1,,,,,,0.6,,,3.6,3.0,4.1,,,2.3,2.2,,,,,,4.4,0.4,,,,,,,,,0.0,1.6,,,0.5,,,,2.3,3.8,,,,,,,,2.6,,3.9,,,,,2.5,2.8,,,,,,,,2.4,,3.0,,3.3,,,,,,1.6,,1.5,,,4.6,2.9,4.6,,,3.4,,2.6,,0.0,,0.9,3.8,3.3,,,,,0.2,2.0,,,,,3.8,1.0,,2.6,,0.3,,,0.9,,,,,,0.1,,,,2.9,2.6,,,,,,,,,,,,,,3.9,,,,,2.1,0.4,,,,4.9,,,3.2,,,0.5,,,,,3.0,,,,,,,,,2.1,1.2,,0.9,,,,,,0.8,,,,,,,,,0.3,,3.2,,,,0.9,,,,,,,1.7,,,,,1.6,,,0.6,4.1,,,0.1,0.8,,,,,,,,,,,,,0.9,,3.0,,0.2,,,,5.0,,,,,,4.9,,,,3.3,,,,,,,,,,,1.0,,4.3,1.5,0.0,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987158,6569943,509.49,R,5917,409.1,168.6,mastercard,100.4,,404.8,71.4,,,yahoo.com,,16.0,18.0,15.0,9.0,10.0,17.0,19.0,5.0,15.0,13.0,14.0,7.0,18.0,3.0,503.6,,,,,504.3,,241.6,,,212.2,,95.3,,551.5,T,T,F,,,,T,T,F,,,,5.0,,0.8,1.8,,,2.4,,,,3.2,0.4,,,,,0.8,,,,,,,4.9,,,0.2,,4.6,,,,3.7,,,,,,1.4,,,,,,,3.9,,,,,,,2.7,,3.1,,,,,,,,,,,,4.7,,,2.9,3.7,0.7,0.4,2.9,,,,,,,4.8,0.3,,,3.1,1.1,,,,,,,,,,,,,,,,,,3.3,,,,,,,0.9,0.3,,,,,4.6,,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,4.1,,4.8,,4.8,,,,,4.6,,,,,3.0,,,,,,4.8,2.1,,,,1.4,,2.8,2.9,,,,2.9,,,,0.7,,,,,1.0,,,,3.4,,,,4.8,,3.8,,1.4,,,,,,3.6,1.1,,1.0,,,3.1,,4.3,4.1,,2.6,,,,,3.9,2.9,0.6,,,4.4,4.5,,2.0,,,,1.4,,,,,,,2.6,3.5,,,,,,,1.7,,,3.5,,,,,0.8,,2.9,0.2,,,1.4,,,,,,,2.5,,,0.6,1.3,,,,0.6,0.3,3.6,,,,,,1.4,,,2.4,,,,,0.0,,,,,,,,,,,,,,1.2,,,,,,,,2.8,,,,,,,,,,,4.0,,2.5,,,1.0,,,,,,0.0,,0.1,,-14.7,,,,-19.5,36.0,33.4,,-10.2,,-24.2,New,-42.8,,Found,,,-28.3,2.3,,-48.8,8.0,New,36.7,39.4,-32.3,Found,New,,,New,,Found,,Found,Found,New,New,desktop,
2987159,6591010,23.53,W,17147,511.7,351.3,visa,173.7,credit,171.9,64.3,840.6,,hotmail.com,gmail.com,16.0,3.0,1.0,6.0,19.0,5.0,1.0,5.0,19.0,9.0,11.0,17.0,17.0,7.0,,273.9,,,467.3,,,538.8,91.5,,,,,597.2,,,F,F,M0,T,T,,,,3.8,2.5,,,,3.9,,,,,,,,,,0.8,,,,2.3,,,0.3,,,1.6,,,,,3.6,,,,0.9,1.8,4.1,,,,,,,,,1.7,3.8,3.2,4.5,,0.1,,,,3.0,3.4,,,,,,0.9,4.7,2.3,,,,,,,,,3.9,,3.1,,,,,,,,,0.8,,,5.0,,,,,4.7,,,,,,1.3,0.2,,,,,,,,,,1.7,,4.7,,,0.6,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,2.8,,,,1.3,,,,,,,,1.3,0.1,1.3,,,,2.8,1.8,,4.7,,,3.3,,,,,,,,,5.0,,2.6,,4.2,,,,,,0.7,,,,,,,,,2.4,,,,,,1.6,,2.3,,,,,4.0,,,2.2,4.0,4.3,,2.2,,,,3.1,3.7,,,,,,3.9,,,1.1,,,,,,,,0.5,,,,,,,,,0.4,,,1.6,,4.0,,,3.2,3.8,4.5,,,,,,2.0,1.4,4.8,,,3.3,0.9,,,4.4,2.4,2.2,,,,,0.3,,3.5,,,3.3,2.3,,2.8,4.4,,,,,,,,,,0.6,4.0,3.5,,,4.4,,,,0.4,,,3.7,,,3.9,,,,2.4,,,,,,,,1.5,,,,,3.6,,,,,2.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987160,6638006,16.36,H,17093,526.2,394.7,discover,557.8,debit,293.8,87.6,,,gmail.com,,8.0,0.0,11.0,4.0,11.0,11.0,19.0,16.0,4.0,12.0,8.0,8.0,18.0,15.0,89.4,487.1,,,,,308.6,,21.0,,372.9,,,,,T,F,F,M0,F,T,,,,,,,4.3,0.5,3.6,4.3,,,0.6,,0.4,,1.2,,,,,,2.7,,,,4.3,,,3.0,,,,,,0.8,0.7,,4.7,,,,0.7,3.9,,,,0.0,2.5,1.7,,,0.5,4.7,0.1,,,,4.2,3.4,,,,,4.3,,,,,,0.8,,,4.0,2.8,,,,3.7,,,1.7,,,3.7,2.1,,,,,,5.0,4.7,,1.6,,,4.4,,,,,,5.0,1.0,,,3.2,1.1,,4.8,,,,,,,4.0,3.0,,,3.7,,,3.4,,,,4.2,,,,1.4,,,,,,,1.9,,,,,,,,,,,,,,0.9,3.7,2.0,2.9,,,,,,3.0,,,,,,,,2.3,2.9,0.9,,4.5,,,0.9,,,,3.0,,,,,,,,,,,,2.4,,,3.1,,,,,3.8,2.5,1.2,,,,,0.1,,1.9,2.1,,,,,,4.7,,,4.8,4.6,,3.0,,,,,,,3.4,2.8,3.4,,,4.3,,,,0.6,,,0.8,,,,,4.4,3.7,0.3,2.5,3.6,,,,,,4.3,,2.4,,3.4,,,0.5,,,,2.5,,,,,4.2,,2.3,,1.9,,,,,,,,3.9,,,,1.0,,,,,,,,1.8,1.1,2.9,,4.4,,,2.1,,2.6,,,4.7,3.1,,,0.6,,,,2.9,1.2,,1.0,4.7,,,,,,,,1.9,,,4.8,0.2,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987161,6672168,111.1,S,1763,595.8,239.1,mastercard,312.1,debit,326.1,96.3,1399.1,804.8,,,0.0,19.0,1.0,12.0,15.0,3.0,4.0,16.0,17.0,5.0,16.0,5.0,12.0,19.0,,,376.1,147.5,,,203.0,,501.3,,,,105.8,,501.2,,F,,M2,T,,T,T,,,2.3,,3.8,,,,2.0,,2.6,4.4,2.7,,,,,,,,0.0,,,4.9,1.9,3.7,,,,,,3.3,,,,,3.1,3.1,,5.0,,1.8,,,,3.5,2.0,,,,,,,,1.9,,,,,,,,,2.4,,,,,,,,,1.6,,1.7,3.7,,0.4,,,,,1.2,,,3.1,,,4.9,4.2,,,1.8,,,0.5,,,,3.4,,3.3,,,,,,,,,,4.7,,,,,,,,,,,,0.8,,,,,,,,,2.0,2.8,,,,,,,,,,,,1.7,4.0,,3.3,,,0.6,,,,,0.8,1.2,,,,3.8,,,,,3.0,,,4.4,1.2,,2.9,,,,,,4.5,,,1.9,4.2,,,2.1,,,,2.5,,,1.3,,,,,,,,,,,,2.6,,,,1.5,,1.5,4.8,,4.8,,,3.7,,,,1.5,2.2,,0.2,,,4.8,4.0,,0.9,,,,,,,,,,,2.7,4.7,0.2,,,,,2.7,1.9,,,,,,,,,3.8,,,,1.4,,,,,,,,,,1.8,,,,,,,,,,,,1.0,,,,,,,3.7,,,2.6,,,3.0,,,,2.6,,,,,4.2,,,,3.1,3.7,2.6,3.3,,,3.7,,1.8,,3.3,1.2,,,,0.1,,3.4,,,3.2,,1.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987162,6687259,34.03,S,12394,195.7,521.1,mastercard,388.1,credit,147.4,65.4,2982.3,,gmail.com,,13.0,15.0,7.0,7.0,15.0,16.0,3.0,3.0,12.0,17.0,15.0,18.0,9.0,19.0,38.5,,497.8,,167.0,,13.9,173.3,,434.8,335.1,148.9,81.8,,,T,,,M1,,T,,F,,,,,,,2.6,,,,,,,,,4.9,,,,1.7,,,4.2,,0.8,,3.3,,,,,,,3.2,1.7,3.6,,,,0.1,4.9,,,,,,,1.6,,,,,,,,,,4.9,,,,,,,2.4,2.5,,1.8,,,1.6,,,,,0.7,,1.9,,,,,,,,,,0.7,,,,,,,,,,,,,,2.4,,4.3,,,,,,,,,2.3,,,,,,3.7,,2.5,3.1,,2.4,0.3,,,,4.9,,,,,,,,4.5,,1.7,1.0,,,1.8,,4.0,4.6,3.1,4.5,1.7,3.5,,1.5,2.6,,,,,4.9,3.5,,,,,,,,,1.7,3.1,,,,,,,,,2.0,2.0,1.3,,,,,4.7,,,,,3.7,4.0,,3.3,1.1,3.7,,1.8,,,,4.9,3.1,,0.3,3.3,1.0,1.4,,,,,,3.0,,,,,4.2,,0.5,,,,,0.3,,1.4,3.3,,2.4,,,4.3,1.9,,,2.1,,,,,4.0,,,2.7,0.7,,,,1.0,,1.3,,,1.8,,2.8,,,,,,,1.2,1.3,0.2,,4.9,,1.0,,,,,,,3.9,,,,,4.6,2.2,,,,,,,,0.1,,,,0.8,,,,,4.1,,,,,,,1.6,2.9,,3.7,,,3.9,,,,,,,,,,3.4,,,,,,,2.9,1.8,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987163,6703096,149.58,S,6593,295.4,212.4,discover,144.2,credit,355.2,19.4,,,,,0.0,18.0,2.0,5.0,19.0,8.0,18.0,15.0,0.0,12.0,1.0,9.0,6.0,11.0,,,256.1,,595.9,588.3,44.0,568.2,263.0,,418.0,27.3,477.0,,,T,F,,,,,,,T,,3.9,1.7,,,0.1,,,4.3,,,,,,,,,,,,0.4,1.3,,3.5,1.9,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,4.8,,,2.2,,,,,,,1.5,2.0,3.1,,,1.0,0.2,,,,,,,,1.1,,4.1,3.4,,2.1,,,3.7,3.6,,,0.4,,,,,,,,3.1,,,4.1,1.3,,0.1,,0.5,4.9,3.7,,,0.3,,0.9,3.5,3.0,4.7,,,,4.1,1.8,,,,,,0.5,,,,,,,,,2.1,,,1.1,,3.5,,3.3,,,,,,,,,,,1.7,3.1,,,,0.4,,,,,,,,,,,,,,,,4.1,2.8,4.1,,2.6,,,2.2,,,,1.5,0.1,,,,,,3.0,,,2.9,0.6,,,,,1.2,,,4.6,,,,,,1.1,,0.8,,,,,,,4.8,,,,,,,0.5,,,,,2.5,,,1.8,,,,,,,,,1.9,,,4.3,,,,,,,2.2,4.7,,,,,,,,,,,,3.7,,,,,,1.6,,0.2,3.5,,1.7,,,3.9,,,4.3,,2.0,0.8,4.3,,,,1.4,,,,,,,,0.2,,4.8,,3.5,2.6,,,3.4,,,,,3.3,,0.1,,0.7,,,4.7,,,,,,3.5,,,,,,1.4,,,,,,,,,,-13.5,,-0.9,,,,37.8,,-40.2,27.9,-16.7,Found,-15.6,16.8,Found,NotFound,,9.3,31.5,5.8,25.7,3.3,Found,-25.0,33.4,-29.4,,NotFound,,Found,New,-35.0,,New,Found,NotFound,,,desktop,
2987164,6823374,50.7,S,7858,181.3,520.9,visa,502.5,credit,,97.0,2896.3,,hotmail.com,,3.0,1.0,18.0,10.0,9.0,12.0,8.0,9.0,12.0,12.0,11.0,18.0,7.0,19.0,,20.1,,388.9,173.4,,,583.5,340.7,,148.2,526.4,133.7,,526.4,T,F,,,,,F,F,F,,3.0,,,,0.7,3.3,3.7,1.9,,4.8,3.6,4.9,,,,0.5,4.6,0.9,,,,,,,,4.3,,3.2,2.2,,,,,,4.9,,,,,,3.6,,,,,,,,,,4.0,4.4,,,,,,,,,,1.0,2.8,1.5,,1.4,,1.1,,,4.0,,,,,5.0,,4.8,,,,,,,,,2.9,,,,2.9,0.7,,,1.7,0.4,,,,1.0,3.8,,3.5,2.9,0.4,,0.3,,,,4.1,0.3,,,,,1.5,,,0.7,,2.3,,,4.3,3.1,,1.3,,2.3,,,,,,,3.5,,,,,0.7,2.7,,4.6,,2.7,,2.4,1.2,,,,,,3.8,3.1,,3.9,,,,,,,1.8,,1.5,,,,,0.1,2.9,,0.1,,,,,2.8,,,,,0.4,,,2.4,,1.6,,,,0.8,,,,5.0,,2.7,,,1.2,,2.9,,0.2,3.4,,,,,,,,,,,4.9,,,0.7,4.7,,,1.3,,,,,,,2.8,,,2.7,4.0,,,,1.6,2.3,,0.2,,,,0.9,,0.5,,1.5,,,,0.2,,,,,4.4,,,,0.1,4.0,,3.9,3.5,3.7,,,1.0,0.8,,4.7,,2.5,5.0,,,,,4.4,4.1,,,,,,3.7,,,2.3,2.6,2.1,,,,,1.2,,,,1.4,,4.7,2.5,,,,3.6,3.4,4.5,,3.2,,3.6,,,,,,,4.7,1.2,,2.7,,,0.9,,2.3,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
